Column1;Column2;Helyiség;Total_car_count;car_count_less_than_10_years
HMZeCars;/partner/hmzecars-19991;Pest-megye;;
Hobby Car;/partner/hobby_car-1293;Pest-megye;;
Hollakó Karaván Kft.;/partner/hollako_karavan_kft-10887;Pest-megye;;
Honda TS Integral;/partner/honda_ts_integral-6503;Pest-megye;;
Honda Wilker;/partner/honda_wilker-3835;Pest-megye;;
Honda Wilker Autók;/partner/honda_wilker_autok-14431;Pest-megye;;
Honda Wilker Új;/partner/honda_wilker_uj-3793;Pest-megye;;
Hovány Prémium Automotive Kft. Budaörs;/partner/hovany_premium_automotive_kft_budaors-15395;Pest-megye;;
Hrdts;/partner/hrdts-19657;Pest-megye;;
Hungarian Goods;/partner/hungarian_goods-20115;Pest-megye;;
Huntraco Zrt;/partner/huntraco_zrt-11569;Pest-megye;;
Hybrid Centrum;/partner/hybrid_centrum-10353;Pest-megye;;
Hyundai Dabas;/partner/hyundai_dabas-10018;Pest-megye;;
Hyundai Dabas;/partner/hyundai_dabas-10255;Pest-megye;;
HZS IMPORT Kft.;/partner/hzs_import_kft-17008;Pest-megye;;
Iker.Z. Autó Kft.;/partner/ikerz_auto_kft-14660;Pest-megye;;
IMPEX AUTOMARKET KFT.;/partner/impex_automarket_kft-11571;Pest-megye;;
Importőr Motorcenter Kft;/partner/importor_motorcenter_kft-19412;Pest-megye;;
Ineos Gablini;/partner/ineos_gablini-18406;Pest-megye;;
Inter Autóház Vác;/partner/inter_autohaz_vac-2018;Pest-megye;;
Inter Autóház Vác hyundai-KIA-Suzuki márkakeresked;/partner/inter_autohaz_vac_hyundai-kia-suzuki_markakeresked-5227;Pest-megye;;
Inter-Épfu Kft.;/partner/inter-epfu_kft-3041;Pest-megye;;
Interat Kft.;/partner/interat_kft-3356;Pest-megye;;
Iron Car Team Kft.;/partner/iron_car_team_kft-15773;Pest-megye;;
Iron Classic Motorcycle Kft.;/partner/iron_classic_motorcycle_kft-20311;Pest-megye;;
Jadeite Karát Car Kft.;/partner/jadeite_karat_car_kft-20254;Pest-megye;;
JAGAUTO66 Kft.;/partner/jagauto66_kft-12130;Pest-megye;;
Jäger Kft.;/partner/jager_kft-1874;Pest-megye;;
Jakab István (Nagykáta);/partner/jakab_istvan_nagykata-19788;Pest-megye;;
Jama Car Market Kft.;/partner/jama_car_market_kft-18596;Pest-megye;;
Jankó-Király Kft.;/partner/janko-kiraly_kft-19678;Pest-megye;;
Jansik Autóház Cegléd;/partner/jansik_autohaz_cegled-632;Pest-megye;;
Jansik Autóház Kft. Cegléd Suzuki Márkakereskedés;/partner/jansik_autohaz_kft_cegled_suzuki_markakereskedes-10592;Pest-megye;;
Jász-Plasztik Autócentrum - Fót;/partner/jasz-plasztik_autocentrum_-_fot-9410;Pest-megye;;
Jegesi Zsolt;/partner/jegesi_zsolt-19223;Pest-megye;;
Jet Fun Kft.;/partner/jet_fun_kft-15212;Pest-megye;;
Jet Power Hungary Kft.;/partner/jet_power_hungary_kft-13474;Pest-megye;;
JG FINANCE Kft.;/partner/jg_finance_kft-16576;Pest-megye;;
JL Autó Érd;/partner/jl_auto_erd-11508;Pest-megye;;
JP Auto – Fót (Mercedes-Benz VAN);/partner/jp_auto_-_fot_mercedes-benz_van-13492;Pest-megye;;
JP Auto – Fót (Mercedes-Benz, Kia);/partner/jp_auto_-_fot_mercedes-benz_kia-9411;Pest-megye;;
JPN Service Kft.;/partner/jpn_service_kft-17100;Pest-megye;;
Judge Mobil Kft.;/partner/judge_mobil_kft-15785;Pest-megye;;
Jum-Car Kft.;/partner/jum-car_kft-8877;Pest-megye;;
Just The Money;/partner/just_the_money-15978;Pest-megye;;
Kállay Autó;/partner/kallay_auto-12092;Pest-megye;;
Kaluz Autókereskedés Kft.;/partner/kaluz_autokereskedes_kft-16349;Pest-megye;;
Kanalas Tamás (Dány);/partner/kanalas_tamas_dany-19502;Pest-megye;;
KARÁCSONY TIBOR E.V.;/partner/karacsony_tibor_ev-20295;Pest-megye;;
Karmex Autókereskedelmi és Szolgáltató Kft;/partner/karmex_autokereskedelmi_es_szolgaltato_kft-18600;Pest-megye;;
Karzol Autó Kft.;/partner/karzol_auto_kft-13494;Pest-megye;;
Kat King Car Kft;/partner/kat_king_car_kft-20078;Pest-megye;;
Katalin Car Kft.;/partner/katalin_car_kft-19011;Pest-megye;;
Katlan Car Kft.;/partner/katlan_car_kft-19720;Pest-megye;;
Kia Zakar Cegléd;/partner/kia_zakar_cegled-2519;Pest-megye;;
KIMI Autóház Kft.;/partner/kimi_autohaz_kft-18149;Pest-megye;;
Kiss Autó;/partner/kiss_auto-18;Pest-megye;;
Kisvagány Bt.;/partner/kisvagany_bt-2688;Pest-megye;;
Kobela Autóudvar;/partner/kobela_autoudvar-816;Pest-megye;;
Kóczián Autó;/partner/koczian_auto-13315;Pest-megye;;
Kohl Gábor E.V.;/partner/kohl_gabor_ev-18865;Pest-megye;;
KOLLÁRIK AUTÓ;/partner/kollarik_auto-19898;Pest-megye;;
Kolompár László;/partner/kolompar_laszlo-19992;Pest-megye;;
KoNor Auto;/partner/konor_auto-18782;Pest-megye;;
Kotrogep.hu;/partner/kotrogephu-20262;Pest-megye;;
Kovács István E.V.;/partner/kovacs_istvan_ev-20192;Pest-megye;;
KPCar Kft.;/partner/kpcar_kft-19360;Pest-megye;;
KPR-Automotive Kft.;/partner/kpr-automotive_kft-11829;Pest-megye;;
Kretzlermoto;/partner/kretzlermoto-3366;Pest-megye;;
Kriszmoto;/partner/kriszmoto-2159;Pest-megye;;
Krone Trailer SE Kft.;/partner/krone_trailer_se_kft-10021;Pest-megye;;
Lakatos Rajmond;/partner/lakatos_rajmond-17552;Pest-megye;;
Lakihegy 2000 Truck;/partner/lakihegy_2000_truck-7197;Pest-megye;;
Lakos Autó;/partner/lakos_auto-209;Pest-megye;;
Leéb Róbert;/partner/leeb_robert-20304;Pest-megye;;
Lehoczki Építőipari Kft.;/partner/lehoczki_epitoipari_kft-19851;Pest-megye;;
Les Ildzsas;/partner/les_ildzsas-16955;Pest-megye;;
Levendula Autó Udvar;/partner/levendula_auto_udvar-2036;Pest-megye;;
Life Fleet Kft.;/partner/life_fleet_kft-17759;Pest-megye;;
LM CARS&MOTORS Kft.;/partner/lm_carsmotors_kft-18003;Pest-megye;;
Lőczi;/partner/loczi-20270;Pest-megye;;
Lőrinci Autópark;/partner/lorinci_autopark-6279;Pest-megye;;
LT Auto Kft.;/partner/lt_auto_kft-16325;Pest-megye;;
Lukács és Tamás Kft.;/partner/lukacs_es_tamas_kft-7664;Pest-megye;;
Lukács és Tamás Kft.;/partner/lukacs_es_tamas_kft-11761;Pest-megye;;
M3 autók;/partner/m3_autok-13756;Pest-megye;;
M5 Autoudvar;/partner/m5_autoudvar-18148;Pest-megye;;
Magabo;/partner/magabo-15509;Pest-megye;;
Magnum Marine;/partner/magnum_marine-16101;Pest-megye;;
MAN Kft.;/partner/man_kft-15222;Pest-megye;;
Manly;/partner/manly-17180;Pest-megye;;
Marina Operator Kft.;/partner/marina_operator_kft-19596;Pest-megye;;
Mazda Zakar Cegléd;/partner/mazda_zakar_cegled-2407;Pest-megye;;
MB Frühwirth Kft.;/partner/mb_fruhwirth_kft-19426;Pest-megye;;
Mea autókereskedés;/partner/mea_autokereskedes-19857;Pest-megye;;
Mega-Pro Hungary Kft.;/partner/mega-pro_hungary_kft-3877;Pest-megye;;
Megabontó;/partner/megabonto-13609;Pest-megye;;
Mercedes-Benz Hovány Budaörs;/partner/mercedes-benz_hovany_budaors-15662;Pest-megye;;
Mészáros M1 Mobilitás Center Kft.;/partner/meszaros_m1_mobilitas_center_kft-16273;Pest-megye;;
MG Gablini;/partner/mg_gablini-19807;Pest-megye;;
MHCS-Car Kft.;/partner/mhcs-car_kft-18868;Pest-megye;;
Mikont Trade Kft.;/partner/mikont_trade_kft-14617;Pest-megye;;
Milano Sunset 1910 Kft.;/partner/milano_sunset_1910_kft-17703;Pest-megye;;
MILCAR Kft.;/partner/milcar_kft-19192;Pest-megye;;
Minőségi Használt Opelek;/partner/minosegi_hasznalt_opelek-12374;Pest-megye;;
Miscanthus Line Kft.;/partner/miscanthus_line_kft-19032;Pest-megye;;
Mixemautó Kft.;/partner/mixemauto_kft-13683;Pest-megye;;
Mixy-Beton Kft;/partner/mixy-beton_kft-15237;Pest-megye;;
MLV-CAR;/partner/mlv-car-16675;Pest-megye;;
MongiCars;/partner/mongicars-18384;Pest-megye;;
MotoPro;/partner/motopro-20145;Pest-megye;;
Motoprof Cegléd;/partner/motoprof_cegled-9844;Pest-megye;;
Motorbest Kft.;/partner/motorbest_kft-19281;Pest-megye;;
Motorcenter 2005;/partner/motorcenter_2005-10889;Pest-megye;;
Motorcenter 2005 Kft.;/partner/motorcenter_2005_kft-5122;Pest-megye;;
Műszaki Szaki Autókereskedés;/partner/muszaki_szaki_autokereskedes-7065;Pest-megye;;
N2 Autópark;/partner/n2_autopark-18094;Pest-megye;;
Nagy Krisztián;/partner/nagy_krisztian-11994;Pest-megye;;
Nagykáta Autókereskedés;/partner/nagykata_autokereskedes-271;Pest-megye;;
Navik Integra Kft;/partner/navik_integra_kft-19092;Pest-megye;;
NDH Europa Invest Kft.;/partner/ndh_europa_invest_kft-17758;Pest-megye;;
Need Cars Kft.;/partner/need_cars_kft-10678;Pest-megye;;
Németh István;/partner/nemeth_istvan-19675;Pest-megye;;
Németh-Autó Kft.;/partner/nemeth-auto_kft-17881;Pest-megye;;
Nex-T Car Kft.;/partner/nex-t_car_kft-3072;Pest-megye;;
Nextgencar;/partner/nextgencar-19416;Pest-megye;;
NGEV;/partner/ngev-18174;Pest-megye;;
Nissan Solymár(Solymár-Szalay Kft.);/partner/nissan_solymarsolymar-szalay_kft-17147;Pest-megye;;
No-Limit 98 Kft.;/partner/no-limit_98_kft-18510;Pest-megye;;
Noirmatik;/partner/noirmatik-16280;Pest-megye;;
Nomi Food Kft.;/partner/nomi_food_kft-19591;Pest-megye;;
Nope Service Kft.;/partner/nope_service_kft-20238;Pest-megye;;
Nyitrai Zoltán;/partner/nyitrai_zoltan-17930;Pest-megye;;
O'H Aire Kft.;/partner/oh_aire_kft-20276;Pest-megye;;
Octo-Car Kft.;/partner/octo-car_kft-19052;Pest-megye;;
Oldtimerbusiness;/partner/oldtimerbusiness-19740;Pest-megye;;
Omega Auto Center Kft.;/partner/omega_auto_center_kft-5389;Pest-megye;;
OPAL CAR Kft;/partner/opal_car_kft-18286;Pest-megye;;
Opel Fábián Budaörs;/partner/opel_fabian_budaors-938;Pest-megye;;
Opel Fábián Budaörs;/partner/opel_fabian_budaors-14321;Pest-megye;;
Opel Gyulai Cegléd;/partner/opel_gyulai_cegled-2605;Pest-megye;;
Opel Sziget;/partner/opel_sziget-14127;Pest-megye;;
Opticar Kft;/partner/opticar_kft-100;Pest-megye;;
Oscar66auto Kft.;/partner/oscar66auto_kft-12860;Pest-megye;;
Oxicar;/partner/oxicar-18407;Pest-megye;;
P.A.P. Kft;/partner/pap_kft-17433;Pest-megye;;
Pallag Cars;/partner/pallag_cars-16196;Pest-megye;;
Palyov Anikó;/partner/palyov_aniko-20245;Pest-megye;;
Pannon Szerviz Plusz Kft.;/partner/pannon_szerviz_plusz_kft-19688;Pest-megye;;
Papp Autó Kft.;/partner/papp_auto_kft-9252;Pest-megye;;
Passion Car Kft.;/partner/passion_car_kft-11663;Pest-megye;;
Patent-Zone Kft.;/partner/patent-zone_kft-18225;Pest-megye;;
Patrik E.V.;/partner/patrik_ev-20095;Pest-megye;;
Pe-Ge Trans Kft.;/partner/pe-ge_trans_kft-6957;Pest-megye;;
Petiauto.hu;/partner/petiautohu-206;Pest-megye;;
Petit Forestier Magyarország;/partner/petit_forestier_magyarorszag-20076;Pest-megye;;
Peugeot Fábián Budaörs;/partner/peugeot_fabian_budaors-19273;Pest-megye;;
Peugeot, Hyundai Pé-Ta Kft.;/partner/peugeot_hyundai_pe-ta_kft-1560;Pest-megye;;
Pilisrent Utánfutók, Trélerek, Bérautók;/partner/pilisrent_utanfutok_trelerek_berautok-14972;Pest-megye;;
Platinum Consulting Partner Kft.;/partner/platinum_consulting_partner_kft-19853;Pest-megye;;
PM Perpetuum Mobile Kft;/partner/pm_perpetuum_mobile_kft-7370;Pest-megye;;
PM Vác Peugeot Ford;/partner/pm_vac_peugeot_ford-17914;Pest-megye;;
Pöcc Röff Bt.;/partner/pocc_roff_bt-16608;Pest-megye;;
POLISH-CAR Kft.;/partner/polish-car_kft-16493;Pest-megye;;
POLLTOM BMW Szakszervíz;/partner/polltom_bmw_szakszerviz-20306;Pest-megye;;
Pomáz Autó;/partner/pomaz_auto-15279;Pest-megye;;
Povázsai Csaba E.V.;/partner/povazsai_csaba_ev-17333;Pest-megye;;
Preformo Kft.;/partner/preformo_kft-15721;Pest-megye;;
Preisz Autópark Kft.;/partner/preisz_autopark_kft-11645;Pest-megye;;
PremierAuto;/partner/premierauto-9550;Pest-megye;;
Prémium Line Kft.;/partner/premium_line_kft-14515;Pest-megye;;
Premium Rent Car;/partner/premium_rent_car-17600;Pest-megye;;
Prime Car Trader Kft.;/partner/prime_car_trader_kft-14112;Pest-megye;;
PT Prémium Car;/partner/pt_premium_car-18509;Pest-megye;;
Quad Bázis Team Kft.;/partner/quad_bazis_team_kft-20151;Pest-megye;;
Quadcentrum;/partner/quadcentrum-12639;Pest-megye;;
Quadcentrum;/partner/quadcentrum-14657;Pest-megye;;
Rack Autó Budaörs;/partner/rack_auto_budaors-83;Pest-megye;;
Rack Auto Mini;/partner/rack_auto_mini-17537;Pest-megye;;
Rack Autó Szalonautó;/partner/rack_auto_szalonauto-6540;Pest-megye;;
Rácz Krisztina;/partner/racz_krisztina-19140;Pest-megye;;
RAFIX Autókereskedelmi Kft.;/partner/rafix_autokereskedelmi_kft-17459;Pest-megye;;
RC Kft.;/partner/rc_kft-13130;Pest-megye;;
Real Car Company Kft;/partner/real_car_company_kft-19435;Pest-megye;;
Red Baron;/partner/red_baron-6834;Pest-megye;;
Réder ART Kft.;/partner/reder_art_kft-16715;Pest-megye;;
Rekord Kft.;/partner/rekord_kft-20210;Pest-megye;;
Renault Békési;/partner/renault_bekesi-2451;Pest-megye;;
Renault Békési Gödöllő;/partner/renault_bekesi_godollo-286;Pest-megye;;
Renault Cegléd;/partner/renault_cegled-8716;Pest-megye;;
Renault ST-Mobile;/partner/renault_st-mobile-494;Pest-megye;;
RENAULT Tamás Autó Kft.;/partner/renault_tamas_auto_kft-2399;Pest-megye;;
Renault Tamás Autó Vác;/partner/renault_tamas_auto_vac-213;Pest-megye;;
Renault-Dacia Fábián Budaörs;/partner/renault-dacia_fabian_budaors-19167;Pest-megye;;
RETRO-Line Car;/partner/retro-line_car-10689;Pest-megye;;
Revion Fleet;/partner/revion_fleet-20100;Pest-megye;;
RMC Motor;/partner/rmc_motor-9114;Pest-megye;;
Robicar;/partner/robicar-19949;Pest-megye;;
Roboti-Auto Kft.;/partner/roboti-auto_kft-9664;Pest-megye;;
Rock-Mobile Kft.;/partner/rock-mobile_kft-19656;Pest-megye;;
Rollcar Credit Kft.;/partner/rollcar_credit_kft-376;Pest-megye;;
RS Performance Team Kft.;/partner/rs_performance_team_kft-17818;Pest-megye;;
SADE AUTÓ;/partner/sade_auto-18178;Pest-megye;;
SANDI-KER Kft.;/partner/sandi-ker_kft-20091;Pest-megye;;
Scania Hungária Kft. - Biatorbágy;/partner/scania_hungaria_kft_-_biatorbagy-367;Pest-megye;;
Sec-Benz Autókereskedés;/partner/sec-benz_autokereskedes-16162;Pest-megye;;
SEL-LUX Hungary;/partner/sel-lux_hungary-19569;Pest-megye;;
SF Car Company;/partner/sf_car_company-18389;Pest-megye;;
Siba Car Kft.;/partner/siba_car_kft-19402;Pest-megye;;
Skoda Patócs Autóház Kft.;/partner/skoda_patocs_autohaz_kft-79;Pest-megye;;
Skull Cars Kft.;/partner/skull_cars_kft-19661;Pest-megye;;
Smart Tehergépkocsi Kft.;/partner/smart_tehergepkocsi_kft-19905;Pest-megye;;
Sonny Car Kft;/partner/sonny_car_kft-11052;Pest-megye;;
SpecAuto Kft.;/partner/specauto_kft-17550;Pest-megye;;
Spring Cars;/partner/spring_cars-19028;Pest-megye;;
Standauto;/partner/standauto-679;Pest-megye;;
Star Line Autó;/partner/star_line_auto-19771;Pest-megye;;
Supertyre;/partner/supertyre-20170;Pest-megye;;
Suplimum Bt.;/partner/suplimum_bt-19883;Pest-megye;;
Suzuki Szeleczky Új;/partner/suzuki_szeleczky_uj-6938;Pest-megye;;
Suzuki Világ;/partner/suzuki_vilag-2655;Pest-megye;;
Szabó Zsolt (Ócsa);/partner/szabo_zsolt_ocsa-19855;Pest-megye;;
Szada Autopark;/partner/szada_autopark-19756;Pest-megye;;
Számbrizs Kft.;/partner/szambrizs_kft-18927;Pest-megye;;
Szasacar Zrt.;/partner/szasacar_zrt-16692;Pest-megye;;
Szatmári Transport Kft.;/partner/szatmari_transport_kft-19301;Pest-megye;;
Szavatol Kft;/partner/szavatol_kft-2681;Pest-megye;;
Szekeres Motor Kft.;/partner/szekeres_motor_kft-6830;Pest-megye;;
Szeleczky - SBA Car Fót;/partner/szeleczky_-_sba_car_fot-10309;Pest-megye;;
Széll-Autó;/partner/szell-auto-130;Pest-megye;;
Sziget Autópark;/partner/sziget_autopark-5234;Pest-megye;;
SZIGETSZENTMIKLÓS VÁROS ÖNKORMÁNYZATA;/partner/szigetszentmiklos_varos_onkormanyzata-20250;Pest-megye;;
Szivárvány Autókert;/partner/szivarvany_autokert-15162;Pest-megye;;
Szuper Car Kft.;/partner/szuper_car_kft-14003;Pest-megye;;
T-Modell Group Kft;/partner/t-modell_group_kft-19877;Pest-megye;;
Tandem Plussz Kft.;/partner/tandem_plussz_kft-15567;Pest-megye;;
Tápióbicske Autókereskedés;/partner/tapiobicske_autokereskedes-1286;Pest-megye;;
Targonax Kft;/partner/targonax_kft-18320;Pest-megye;;
TecHr Invest Kft;/partner/techr_invest_kft-19947;Pest-megye;;
Teljeskörű Gépjármű Ügyintézés - Aradán János e.v.;/partner/teljeskoru_gepjarmu_ugyintezes_-_aradan_janos_ev-20283;Pest-megye;;
TERRA Hungária Kft.;/partner/terra_hungaria_kft-11742;Pest-megye;;
Tesztelek Maxim;/partner/tesztelek_maxim-19702;Pest-megye;;
THERMO ÉPGÉP Kft.;/partner/thermo_epgep_kft-18361;Pest-megye;;
Tiger-Autó Kft;/partner/tiger-auto_kft-20199;Pest-megye;;
Timár Vaskereskedelmi Kft.;/partner/timar_vaskereskedelmi_kft-19902;Pest-megye;;
Tokyo Auto;/partner/tokyo_auto-19048;Pest-megye;;
Top Autopark;/partner/top_autopark-13985;Pest-megye;;
Top Hibrid Cars;/partner/top_hibrid_cars-16435;Pest-megye;;
Tópark Cars;/partner/topark_cars-19185;Pest-megye;;
Torbágy-Kert Kft.;/partner/torbagy-kert_kft-18375;Pest-megye;;
Törött Autó Mogyoród;/partner/torott_auto_mogyorod-16908;Pest-megye;;
Total Max-on Kft.;/partner/total_max-on_kft-19487;Pest-megye;;
Toyota Kovács;/partner/toyota_kovacs-1969;Pest-megye;;
Toyota Kovács Monor;/partner/toyota_kovacs_monor-10364;Pest-megye;;
Toyota Mayer;/partner/toyota_mayer-7534;Pest-megye;;
Toyota Mayer Budakeszi;/partner/toyota_mayer_budakeszi-273;Pest-megye;;
Toyota Mayer Pilisvörösvár;/partner/toyota_mayer_pilisvorosvar-591;Pest-megye;;
Trailer Centrum Hungary Kft.;/partner/trailer_centrum_hungary_kft-15995;Pest-megye;;
Trailer Team Hungary;/partner/trailer_team_hungary-9980;Pest-megye;;
Trailermax Utánfutó és Alumíniumrámpa Ker. Kft;/partner/trailermax_utanfuto_es_aluminiumrampa_ker_kft-1981;Pest-megye;;
Tribeca Kft.;/partner/tribeca_kft-14216;Pest-megye;;
Triplex Targo;/partner/triplex_targo-19183;Pest-megye;;
Trolee Auto Kft.;/partner/trolee_auto_kft-17330;Pest-megye;;
Trskln Invest Kft.;/partner/trskln_invest_kft-20027;Pest-megye;;
TRT Europe Kft.;/partner/trt_europe_kft-16235;Pest-megye;;
Truck Force One Kft.;/partner/truck_force_one_kft-19988;Pest-megye;;
Tükörhegy Autó;/partner/tukorhegy_auto-19467;Pest-megye;;
Tuszinka Car Kft;/partner/tuszinka_car_kft-19177;Pest-megye;;
Ürömi Merci KFT.;/partner/uromi_merci_kft-19815;Pest-megye;;
Usa Cars and Parts Dunakeszi;/partner/usa_cars_and_parts_dunakeszi-19521;Pest-megye;;
Used2Car Kft.;/partner/used2car_kft-19125;Pest-megye;;
V.G.AUTÓK;/partner/vgautok-16985;Pest-megye;;
Veresgép Kft.;/partner/veresgep_kft-16179;Pest-megye;;
Veresifuto;/partner/veresifuto-16355;Pest-megye;;
Viking Car Box;/partner/viking_car_box-17263;Pest-megye;;
Volcar Kft.;/partner/volcar_kft-20209;Pest-megye;;
Volmer Truck;/partner/volmer_truck-14093;Pest-megye;;
Volvo Hungária Kft.;/partner/volvo_hungaria_kft-3684;Pest-megye;;
VONTAT6 Kft.;/partner/vontat6_kft-18901;Pest-megye;;
Vörösvári Transport Kft.;/partner/vorosvari_transport_kft-20248;Pest-megye;;
WeDo Technologies Kft.;/partner/wedo_technologies_kft-20004;Pest-megye;;
WeekendCenter Kft. /Használtautó/;/partner/weekendcenter_kft_hasznaltauto-11554;Pest-megye;;
WeekendCenter Kft. /Szalonautó/;/partner/weekendcenter_kft_szalonauto-11427;Pest-megye;;
Weiland Autó Kft.;/partner/weiland_auto_kft-151;Pest-megye;;
West TransConstruct;/partner/west_transconstruct-18935;Pest-megye;;
WhatsRent Kft.;/partner/whatsrent_kft-19270;Pest-megye;;
Wilu Kft.;/partner/wilu_kft-1544;Pest-megye;;
Wolf Autópark;/partner/wolf_autopark-15458;Pest-megye;;
Wolf Garage Kft.;/partner/wolf_garage_kft-18086;Pest-megye;;
Work Car;/partner/work_car-15791;Pest-megye;;
YoungTimerCar;/partner/youngtimercar-18297;Pest-megye;;
Zakar Cegléd Isuzu;/partner/zakar_cegled_isuzu-10629;Pest-megye;;
Zakar Cegléd Ssangyong;/partner/zakar_cegled_ssangyong-10627;Pest-megye;;
Zakar Használtautó;/partner/zakar_hasznaltauto-456;Pest-megye;;
Zala-Truck Kft;/partner/zala-truck_kft-8193;Pest-megye;;
Zo-Ro Car Kft.;/partner/zo-ro_car_kft-6044;Pest-megye;;
Zolyomi Autó;/partner/zolyomi_auto-14649;Pest-megye;;
Zsolczai Autó;/partner/zsolczai_auto-1481;Pest-megye;;